link,likes,caption,posting_time
https://www.instagram.com/delhicapitals/p/DJ7Eoy-NOLx/,"58,661",,2025-05-21T16:52:57.000Z
https://www.instagram.com/delhicapitals/p/DJoBGulTGmG/,"33,916",,2025-05-14T07:16:31.000Z
https://www.instagram.com/delhicapitals/p/DJ9TEiYNb9V/,"173,888",,2025-05-22T13:37:33.000Z
https://www.instagram.com/delhicapitals/p/DKC8ql2zDuf/,"66,420",,2025-05-24T18:17:13.000Z
https://www.instagram.com/delhicapitals/p/DJzklvRtlo1/,"18,936","KL Rahul’s century helps him claim the top spot in our @dream11 Fantasy line-up tonight 👏

#AapkiTeamMainKaun",2025-05-18T18:58:14.000Z
https://www.instagram.com/delhicapitals/p/DJzoMQGtZkO/,"123,089","Efforts to awards 👏

#DCvGT [KL Rahul, Tristan Stubbs]",2025-05-18T19:29:42.000Z
https://www.instagram.com/delhicapitals/p/DKDGdXHTKkQ/,"314,605","Storm of awards 🌪️🏅

#PBKSvDC [Sameer Rizvi, KL Rahul, Mukesh Kumar]",2025-05-24T19:42:48.000Z
https://www.instagram.com/delhicapitals/p/DJxzknMTuFp/,"49,979","We play for you, we play for Dilli 💙❤️

#DCvGT",2025-05-18T02:30:00.000Z
https://www.instagram.com/delhicapitals/p/DKMIYWcTpED/,"579,583",Wearing the 🇮🇳 on the helmet again 😌,2025-05-28T07:52:45.000Z
https://www.instagram.com/delhicapitals/p/DKOrNCKNKRN/,"26,355","Best in the business. Period. 💙❤️

[Kuldeep Yadav]",2025-05-29T07:35:31.000Z
https://www.instagram.com/delhicapitals/p/DJlEMwfqucG/,"79,665","See you on Sunday, Dilli! 💙❤️",2025-05-13T03:45:50.000Z
https://www.instagram.com/delhicapitals/p/DJwdRZ9Ns91/,"67,500","He’s back, baby! 😍

[Faf du Plessis]",2025-05-17T13:56:34.000Z
https://www.instagram.com/delhicapitals/p/DJzc5rYtVnu/,"43,961","We regroup and go again on Wednesday

#DCvGT",2025-05-18T17:51:03.000Z
https://www.instagram.com/delhicapitals/p/DKC4tQXtDyo/,"39,627","Declare it the Karun Nair day 🫰

#PBKSvDC",2025-05-24T17:42:38.000Z
https://www.instagram.com/delhicapitals/p/DJzPvxGNLem/,"288,397","𝑩𝑳𝑶𝑶𝑫𝒀 𝑺𝑾𝑬𝑬𝑻 🔥🫶

#DCvGT [KL Rahul]",2025-05-18T15:56:06.000Z
https://www.instagram.com/delhicapitals/p/DKC5wbCN62x/,"109,824","SAM’S GOT THE WHOLE OF JAIPUR ON THEIR FEET 🔥💪

[Sameer Rizvi] #PBKSvDC",2025-05-24T17:51:48.000Z
https://www.instagram.com/delhicapitals/p/DJ6-QltzALf/,"17,024","Another KD classic 👏

#MIvDC [Kuldeep Yadav]",2025-05-21T15:57:13.000Z
https://www.instagram.com/delhicapitals/p/DJ1xnpetyXO/,"11,354",Yet another special 1 from KL in Beyond Boundaries spotlight of the week✨,2025-05-19T15:30:34.000Z
https://www.instagram.com/delhicapitals/p/DJyV87OTt2L/,"6,140","Ek aakhri baar iss season, Dilli ek saath roar Karo, aur Ebix bhi karo.",2025-05-18T07:31:05.000Z
https://www.instagram.com/delhicapitals/p/DKCb5FfNu9w/,"92,544",Off to Roar Macha in the Pink City 🐅💪,2025-05-24T13:30:50.000Z
https://www.instagram.com/delhicapitals/p/DKJrUxKTItE/,"10,564","A hundred for the ages 💯

KLR’s masterclass against Gujarat stands out as our All Seasons Water Performance of Season 👏",2025-05-27T09:00:23.000Z
https://www.instagram.com/delhicapitals/p/DJoXQo6zJtZ/,"294,225","Mustafizur Rahman is back in 💙❤️ after two years!

He replaces Jake Fraser-McGurk who is unavailable for the rest of the season.",2025-05-14T10:30:07.000Z
https://www.instagram.com/delhicapitals/p/DJ0w6bvNbNT/,"30,799","Your leadership, vision, and passion continues to inspire 👏

Wishing our Co-Owner and Founder of JSW Sports Mr. Parth Jindal, a very happy birthday 🎂",2025-05-19T06:05:09.000Z
https://www.instagram.com/delhicapitals/p/DKHsp8nNP9q/,"94,125","Unreal consistency 🔥

[KL Rahul]",2025-05-26T14:33:31.000Z
https://www.instagram.com/delhicapitals/p/DKC7qNANE7J/,"41,243","Signing off like the team we truly are 💙❤️

#PBKSvDC",2025-05-24T18:08:26.000Z
https://www.instagram.com/delhicapitals/p/DJrvBEFzzBS/,"24,495",Ready to roar again on English shores 🇮🇳💙,2025-05-15T17:55:25.000Z
https://www.instagram.com/delhicapitals/p/DJ_EliXTXYf/,"29,484",Time to finish on a high for Dilli 💙❤️,2025-05-23T06:09:28.000Z
https://www.instagram.com/delhicapitals/p/DKc2CzKzLLi/,"878,968",A Dilliwala who never stopped believing 🏆,2025-06-03T19:39:37.000Z
https://www.instagram.com/delhicapitals/p/DJ-yYrdNUns/,"7,948","Match your headgear just like your favourite DC stars 🧢🌟

Check out the variety drip at Valiente, our official headwear partner 🙌",2025-05-23T03:30:00.000Z
https://www.instagram.com/delhicapitals/p/DJ5h_BDT6sM/,"72,014","Ready for the high-stakes match tonight! 🔥👊

#MIvDC",2025-05-21T02:30:00.000Z
https://www.instagram.com/delhicapitals/p/DJzQpMJt6Ns/,"321,109",🇮🇳,2025-05-18T16:03:57.000Z
https://www.instagram.com/livfastenergy/p/DKRAehTSlNw/,"3,729","Delhi played like true champions, and for all of us, that’s exactly what they are.

Just like them, Lithovolt is here for those who push limits and play to win — an all-in-one energy system with Lithium batteries that stands strong when it matters most.

#BuiltToBackChampions #DelhiCapitals #LithovoltLaunch #DCxLivfast",2025-05-30T05:19:54.000Z
https://www.instagram.com/delhicapitals/p/DKC_iKAT1OV/,"372,371","Sent in our Tiger to fix the trend ✅😌

#PBKSvDC [Sameer Rizvi]",2025-05-24T18:42:17.000Z
https://www.instagram.com/delhicapitals/p/DJlNnGstLj-/,"199,627",Ruled cricket and our hearts too 🫶,2025-05-13T05:08:05.000Z
https://www.instagram.com/delhicapitals/p/DKDCAOoNDcT/,"11,281",Karun Nair’s innings was the perfect gear shift moment for DC tonight 💙❤️,2025-05-24T19:03:52.000Z
